mdi_i,date,intf_n,intfc_n,unsflux_n,unsfluxc_n,sflux_n,sfluxc_n,posfluxc_n,negfluxc_n,vnpc_pxn,visarea_n,max_pxflux_n,max_pxf_n,max_pxfc_n,n_swt,intf_s,intfc_s,unsflux_s,unsfluxc_s,sflux_s,sfluxc_s,posfluxc_s,negfluxc_s,vnpc_pxs,visarea_s,max_pxflux_s,max_pxf_s,max_pxfc_s,s_swt
2568,"1977-01-11T18:03:04",-0.365141,-0.365141,2.69465e+21,1.11482e+20,-1.95828e+20,5.45828e+19,8.30324e+19,-2.84496e+19,14395.0,2.64386e+20,1.53727e+18,87.8967,87.8967,0.00000,-1.18389,-1.18389,6.91989e+21,7.86444e+21,-7.37473e+20,-1.90952e+21,2.97746e+21,-4.88698e+21,51727.0,7.92731e+20,3.24737e+18,71.2627,71.2627,0.00000
2569,"1977-01-12T17:04:17",0.0588763,0.0588763,1.92098e+21,0.00000,-3.09509e+19,0.00000,0.00000,0.00000,10973.0,1.90041e+20,-NaN,75.0584,75.0584,0.00000,-3.09988,-3.09988,6.43787e+21,6.93454e+21,-2.09510e+21,-2.85092e+21,2.04181e+21,-4.89273e+21,48414.0,7.02814e+20,3.19492e+18,110.980,110.980,0.00000
2570,"1977-01-13T17:09:17",1.02123,1.02123,2.09328e+21,0.00000,1.64592e+20,0.00000,0.00000,0.00000,11123.0,1.85952e+20,-NaN,85.5089,85.5089,0.00000,-1.85400,-1.85400,6.68419e+21,7.14827e+21,-1.23210e+21,-1.65099e+21,2.74864e+21,-4.39963e+21,50122.0,6.94653e+20,2.20127e+18,66.0094,66.0094,0.00000
2571,"1977-01-14T15:51:31",0.0484668,0.0484668,5.81409e+21,1.87352e+21,-1.46444e+20,4.21232e+20,1.14738e+21,-7.26144e+20,22140.0,4.62493e+20,3.15518e+18,145.997,145.997,0.00000,-2.78592,-2.78592,1.08426e+22,1.28591e+22,-2.79833e+21,-3.87979e+21,4.48964e+21,-8.36944e+21,64428.0,1.06171e+21,4.02680e+18,88.4729,88.4729,0.00000
2572,"1977-01-15T17:27:55",-1.87533,-1.87533,2.67669e+21,1.90581e+19,-5.51375e+20,9.18098e+18,1.41195e+19,-4.93856e+18,13474.0,2.53127e+20,1.29207e+18,60.3328,60.3328,0.00000,-3.32149,-3.32149,7.60813e+21,8.43629e+21,-2.73501e+21,-3.36800e+21,2.53415e+21,-5.90215e+21,54168.0,8.32085e+20,2.22480e+18,73.8456,73.8456,0.00000
2573,"1977-01-16T15:50:06",-1.43648,-1.43648,3.45239e+21,2.92597e+20,-5.69096e+20,6.56979e+18,1.49583e+20,-1.43014e+20,15752.0,3.04550e+20,2.18306e+18,96.7087,96.7087,0.00000,-2.74981,-2.74981,8.39527e+21,9.48234e+21,-2.44089e+21,-3.27808e+21,3.10213e+21,-6.38021e+21,58179.0,9.05029e+20,2.85702e+18,57.3637,57.3637,0.00000
2576,"1977-01-19T16:30:47",-0.362753,-0.362753,2.49897e+21,1.39859e+20,-1.61360e+20,3.17073e+19,8.57833e+19,-5.40760e+19,14730.0,2.83767e+20,1.45456e+18,75.1137,75.1137,0.00000,-2.31624,-2.31624,7.96497e+21,9.44323e+21,-1.91661e+21,-3.30567e+21,3.06878e+21,-6.37445e+21,59771.0,9.14336e+20,2.36735e+18,65.6607,65.6607,0.00000
2581,"1977-01-24T19:22:58",1.68370,1.68370,8.47747e+21,2.65246e+21,1.19906e+21,9.68588e+20,1.81053e+21,-8.41938e+20,27398.0,9.31377e+20,2.82491e+18,108.335,108.335,0.00000,-2.37508,-2.37508,1.15647e+22,1.29863e+22,-3.73022e+21,-5.71458e+21,3.63587e+21,-9.35045e+21,78041.0,1.73062e+21,4.46434e+18,66.5485,66.5485,0.00000
2584,"1977-01-27T19:09:37",3.70610,3.70610,1.15550e+22,9.08731e+21,3.58653e+21,2.56501e+21,5.82616e+21,-3.26115e+21,34323.0,9.98998e+20,8.33897e+18,171.969,171.969,0.00000,-5.30549,-5.30549,2.40517e+22,4.21901e+22,-6.58129e+21,-1.56233e+22,1.32834e+22,-2.89067e+22,76668.0,1.50438e+21,8.06773e+19,826.444,826.444,0.00000
2585,"1977-01-28T20:10:59",1.36557,1.36557,9.94373e+21,8.28063e+22,1.27043e+21,1.02695e+22,4.65379e+22,-3.62684e+22,51484.0,9.92497e+20,2.37133e+20,114.469,114.469,0.00000,-3.07052,-3.07052,1.85138e+22,1.13530e+23,-5.54628e+21,-3.27961e+22,4.03671e+22,-7.31632e+22,101746.,1.81586e+21,1.45390e+20,70.6605,70.6605,0.00000
2588,"1977-01-31T18:08:12",-0.841646,-0.841646,5.78424e+21,6.08521e+21,-5.62620e+20,-5.64876e+20,2.76017e+21,-3.32504e+21,37106.0,9.78203e+20,4.26842e+18,77.4558,77.4558,0.00000,-3.47598,-3.47598,1.13243e+22,2.04827e+22,-6.14476e+21,-1.21159e+22,4.18342e+21,-1.62993e+22,91622.0,1.83094e+21,7.61412e+18,41.4177,41.4177,0.00000
2590,"1977-02-02T16:57:22",-0.0314084,-0.0314084,5.66437e+21,1.35855e+23,2.86629e+20,1.79165e+22,7.68859e+22,-5.89694e+22,52690.0,9.67967e+20,6.02900e+20,84.9079,84.9079,0.00000,-2.81433,-2.81433,1.21630e+22,1.66939e+23,-5.46943e+21,-5.45430e+22,5.61980e+22,-1.10741e+23,105709.,1.84054e+21,1.08232e+21,54.6036,54.6036,0.00000
2591,"1977-02-03T18:29:08",1.45324,1.45324,5.88984e+21,7.29208e+21,1.33861e+21,1.87037e+21,4.58122e+21,-2.71085e+21,37901.0,9.63871e+20,4.88278e+18,89.7528,89.7528,0.00000,-8.08572,-8.08572,2.43881e+22,4.57027e+22,-1.54083e+22,-2.90440e+22,8.32933e+21,-3.73734e+22,94338.0,1.84565e+21,8.20010e+18,80.5711,80.5711,0.00000
